sequence.sequenceID	alignment.name	alignment.displayName	sequence.m49_country.id	sequence.m49_country.display_name	sequence.gb_place_sampled	sequence.collection_year	sequence.earliest_collection_year	sequence.latest_collection_year	sequence.gb_length	sequence.gb_create_date	sequence.gb_update_date	sequence.host	sequence.gb_pubmed_id	sequence.isolate
MG562569	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11926	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0263
MG562570	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0287
MG562572	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0289
MG562573	AL_RAC-SK	RAC-SK	USA	United States	-	2006	2006	2006	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2006.0325
MG562578	AL_RAC-SK	RAC-SK	USA	United States	-	2007	2007	2007	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2007.0473
MG562580	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0041
MG562581	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0111
MG562583	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0180
MG562589	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0296
MG562590	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0536
MG562591	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0704
MG562592	AL_RAC-SK	RAC-SK	USA	United States	-	2008	2008	2008	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2008.0764
MG562595	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0191
MG562597	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0335
MG562598	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0346
MG562599	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0353
MG562600	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0361
MG562601	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0377
MG562602	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11924	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0384
MG562604	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0406
MG562606	AL_RAC-SK	RAC-SK	USA	United States	-	2009	2009	2009	11923	06-Oct-2018	06-Oct-2018	Procyon lotor	-	VT.2009.0500
MK540658	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.0848R
MK540659	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.1782R
MK540660	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.1924R
MK540661	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.1926R
MK540662	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.2065R
MK540663	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.2120R
MK540664	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.2178R
MK540665	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.2880R
MK540666	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.2902R
MK540667	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.2981R
MK540670	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.3291R
MK540671	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.3805R
MK540672	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.4132R
MK540673	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.4610R
MK540674	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.4897R
MK540675	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.4927R
MK540676	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.5177R
MK540677	AL_RAC-SK	RAC-SK	USA	United States	New York	1990	1990	1990	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1990.5182R
MK540678	AL_RAC-SK	RAC-SK	USA	United States	New York	1991	1991	1991	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1991.0405R
MK540679	AL_RAC-SK	RAC-SK	USA	United States	New York	1991	1991	1991	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1991.0410R
MK540680	AL_RAC-SK	RAC-SK	USA	United States	New York	1991	1991	1991	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1991.0908R
MK540681	AL_RAC-SK	RAC-SK	USA	United States	New York	1991	1991	1991	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1991.2983R
MK540682	AL_RAC-SK	RAC-SK	USA	United States	New York	1992	1992	1992	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1992.0306R
MK540683	AL_RAC-SK	RAC-SK	USA	United States	New York	1992	1992	1992	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1992.0315R
MK540684	AL_RAC-SK	RAC-SK	USA	United States	New York	1992	1992	1992	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1992.0379R
MK540685	AL_RAC-SK	RAC-SK	USA	United States	New York	1992	1992	1992	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1992.0388R
MK540686	AL_RAC-SK	RAC-SK	USA	United States	New York	1992	1992	1992	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1992.0477R
MK540687	AL_RAC-SK	RAC-SK	USA	United States	New York	1992	1992	1992	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1992.0782R
MK540688	AL_RAC-SK	RAC-SK	USA	United States	New York	1993	1993	1993	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1993.10761R
MK540689	AL_RAC-SK	RAC-SK	USA	United States	New York	1993	1993	1993	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1993.11376R
MK540690	AL_RAC-SK	RAC-SK	USA	United States	New York	1995	1995	1995	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.1995.0364R
MK540691	AL_RAC-SK	RAC-SK	USA	United States	New York	2003	2003	2003	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2003.7161R
MK540692	AL_RAC-SK	RAC-SK	USA	United States	New York	2003	2003	2003	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2003.7380R
MK540693	AL_RAC-SK	RAC-SK	USA	United States	New York	2003	2003	2003	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2003.7427R
MK540694	AL_RAC-SK	RAC-SK	USA	United States	New York	2003	2003	2003	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2003.7449R
MK540698	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.0123R
MK540699	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.0333R
MK540700	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.0391R
MK540701	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.0614R
MK540702	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.0637R
MK540703	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.0818R
MK540704	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.1169R
MK540705	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.2654R
MK540706	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.3099R
MK540707	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.3856R
MK540708	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.4206R
MK540709	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.4735R
MK540711	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.6016R
MK540714	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.6605R
MK540715	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.6715R
MK540717	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.7502R
MK540718	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.7694R
MK540719	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.7941R
MK540721	AL_RAC-SK	RAC-SK	USA	United States	New York	2004	2004	2004	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2004.8258R
MK540722	AL_RAC-SK	RAC-SK	USA	United States	New York	2009	2009	2009	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2009.0135R
MK540723	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.0269R
MK540724	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1147R
MK540725	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1179R
MK540726	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1195R
MK540727	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1262R
MK540728	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1439R
MK540729	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1441R
MK540730	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11925	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.1958R
MK540731	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.2832R
MK540732	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.3006R
MK540733	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.3151R
MK540734	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.3372R
MK540735	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.3434R
MK540736	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.5368R
MK540739	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11922	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.5710R
MK540741	AL_RAC-SK	RAC-SK	USA	United States	New York	2010	2010	2010	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2010.6386R
MK540743	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0007R
MK540744	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0010R
MK540745	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0017R
MK540746	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0042R
MK540748	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0247R
MK540749	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11925	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0277R
MK540750	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0329R
MK540751	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11925	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0402R
MK540752	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0525R
MK540753	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0560R
MK540754	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0576R
MK540756	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0676R
MK540758	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.0765R
MK540763	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.1041R
MK540767	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.1517R
MK540768	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.2048R
MK540770	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.2125R
MK540771	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.2208R
MK540773	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.2320R
MK540775	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11925	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.2347R
MK540778	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.3579R
MK540779	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.3703R
MK540784	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.4957R
MK540785	AL_RAC-SK	RAC-SK	USA	United States	New York	2011	2011	2011	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2011.5062R
MK540794	AL_RAC-SK	RAC-SK	USA	United States	New York	2015	2015	2015	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2015.0918R
MK540795	AL_RAC-SK	RAC-SK	USA	United States	New York	2015	2015	2015	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2015.1361R
MK540796	AL_RAC-SK	RAC-SK	USA	United States	New York	2015	2015	2015	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2015.2602R
MK540797	AL_RAC-SK	RAC-SK	USA	United States	New York	2018	2018	2018	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2018.1086R
MK540798	AL_RAC-SK	RAC-SK	USA	United States	New York	2018	2018	2018	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2018.2106R
MK540799	AL_RAC-SK	RAC-SK	USA	United States	New York	2018	2018	2018	11925	02-Sep-2019	02-Sep-2019	Procyon lotor	-	NY.2018.2107R
MK540800	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2015	2015	2015	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2015.1396R
MK540801	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2015	2015	2015	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2015.1433R
MK540802	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2015	2015	2015	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2015.1435R
MK540803	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2015	2015	2015	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2015.1436R
MK540804	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2015	2015	2015	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2015.1438R
MK540805	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0002R
MK540806	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0034R
MK540807	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0035R
MK540808	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0036R
MK540809	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0138R
MK540810	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0143R
MK540811	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0190R
MK540813	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0196R
MK540815	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0242R
MK540818	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0278R
MK540820	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0324R
MK540823	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0361R
MK540825	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0429R
MK540826	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0527R
MK540827	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0554R
MK540828	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0569R
MK540829	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0622R
MK540830	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0702R
MK540831	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0794R
MK540832	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0796R
MK540834	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0857R
MK540837	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0904R
MK540838	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0905R
MK540839	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.0907R
MK540840	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1064R
MK540842	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1431R
MK540844	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1508R
MK540846	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1561R
MK540847	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1562R
MK540848	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1563R
MK540850	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1625R
MK540851	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1626R
MK540852	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1629R
MK540853	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1630R
MK540854	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11924	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1631R
MK540855	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1632R
MK540856	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1653R
MK540857	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1654R
MK540859	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1721R
MK540860	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1749R
MK540864	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1787R
MK540865	AL_RAC-SK	RAC-SK	CAN	Canada	Ontario	2016	2016	2016	11923	02-Sep-2019	02-Sep-2019	Procyon lotor	-	ON.2016.1854R
